Player,date_fix,player_7d_minutes_practice,player_14d_minutes_practice,player_28d_minutes_practice,player_7d_srpe_100_practice,player_14d_srpe_100_practice,player_28d_srpe_100_practice,player_7d_minutes_4_game,player_14d_minutes_4_game,player_28d_minutes_4_game,player_7d_srpe_100_game,player_14d_srpe_100_game,player_28d_srpe_100_game,player_7d_total_srpe_100,player_14d_total_srpe_100,player_28d_total_srpe_100,player_7d_total_min,player_14d_total_min,player_28d_total_min
Elias Rapieque,2024-08-20,120,120,120,12,40,80,0,0,0,0,0,0,12,40,80,120,120,120
Elias Rapieque,2024-08-21,255,255,255,43,102,189,0,0,0,0,0,0,43,102,189,255,255,255
Elias Rapieque,2024-08-22,390,390,390,94,183,316,0,0,0,0,0,0,94,183,316,390,390,390
Elias Rapieque,2024-08-23,490,490,490,152,265,431,0,0,0,0,0,0,152,265,431,490,490,490
Elias Rapieque,2024-08-24,610,610,610,214,378,586,0,0,0,0,0,0,214,378,586,610,610,610
Elias Rapieque,2024-08-25,790,790,790,371,521,853,0,0,0,0,0,0,371,521,853,790,790,790
Elias Rapieque,2024-08-27,790,910,910,387,537,1056,0,0,0,0,0,0,387,537,1056,790,910,910
Elias Rapieque,2024-08-28,855,1110,1110,462,788,1421,0,0,0,0,0,0,462,788,1421,855,1110,1110
Elias Rapieque,2024-08-30,745,1235,1235,358,976,1618,0,0,0,0,0,0,358,976,1618,745,1235,1235
Elias Rapieque,2024-08-31,735,1345,1345,338,1089,1735,0,0,0,0,0,0,338,1089,1735,735,1345,1345
Elias Rapieque,2024-09-01,555,1345,1345,189,1089,1627,240,240,240,14,14,14,203,1104,1642,795,1585,1585
Elias Rapieque,2024-09-03,535,1325,1445,214,1179,1763,240,240,240,14,14,14,228,1194,1777,775,1565,1685
Elias Rapieque,2024-09-04,455,1310,1565,155,1153,2003,240,240,240,14,14,14,169,1167,2018,695,1550,1805
Elias Rapieque,2024-09-05,575,1295,1685,236,1140,2275,240,240,240,14,14,14,250,1154,2289,815,1535,1925
Elias Rapieque,2024-09-06,555,1300,1790,211,1118,2506,240,240,240,14,14,14,225,1132,2520,795,1540,2030
Elias Rapieque,2024-09-07,505,1240,1850,177,1004,2646,260,260,260,23,23,23,200,1028,2669,765,1500,2110
Elias Rapieque,2024-09-09,610,1165,1955,256,885,2639,20,260,260,1,23,23,257,909,2663,630,1425,2215
Elias Rapieque,2024-09-10,600,1135,2045,216,863,2761,20,260,260,1,23,23,217,886,2784,620,1395,2305
Elias Rapieque,2024-09-11,480,935,2045,178,664,2904,20,260,260,1,23,23,178,687,2927,500,1195,2305
Elias Rapieque,2024-09-12,420,995,2105,139,736,3052,76,316,316,8,51,51,146,787,3103,496,1311,2421
Elias Rapieque,2024-09-13,365,920,2155,113,635,3189,132,372,372,22,86,86,136,720,3275,497,1292,2527
Elias Rapieque,2024-09-14,365,870,2215,128,609,3345,112,372,372,16,86,86,143,695,3430,477,1242,2587
Elias Rapieque,2024-09-15,365,870,2215,128,609,3345,184,204,444,39,49,133,166,658,3478,549,1074,2659
Elias Rapieque,2024-09-17,285,885,2210,77,558,3359,184,204,444,39,49,133,116,607,3492,469,1089,2654
Elias Rapieque,2024-09-18,410,890,2200,119,587,3388,184,204,444,39,49,133,158,636,3521,594,1094,2644
Elias Rapieque,2024-09-19,524,944,2239,278,812,3896,128,204,444,18,49,133,296,861,4029,652,1148,2683
Elias Rapieque,2024-09-20,586,951,2251,346,856,3962,72,204,444,5,49,133,351,905,4095,658,1155,2695
Elias Rapieque,2024-09-21,600,965,2205,348,897,3837,72,184,444,5,39,133,353,936,3970,672,1149,2649
Elias Rapieque,2024-09-22,600,965,2025,360,917,3321,44,228,488,3,62,176,363,978,3497,644,1193,2513
Elias Rapieque,2024-09-24,570,855,1990,348,752,3264,44,228,488,3,62,176,350,814,3439,614,1083,2478
Elias Rapieque,2024-09-25,548,958,1893,334,862,3048,44,228,488,3,62,176,337,924,3223,592,1186,2381
Elias Rapieque,2024-09-26,464,988,1983,200,948,3371,44,172,488,3,34,176,202,983,3547,508,1160,2471
Elias Rapieque,2024-09-27,352,938,1858,120,872,3010,44,116,488,3,15,176,122,887,3186,396,1054,2346
Elias Rapieque,2024-09-28,322,922,1792,113,857,2921,76,148,520,8,27,213,121,884,3134,398,1070,2312
Elias Rapieque,2024-09-30,437,1037,1907,162,1006,3185,32,76,280,2,8,98,163,1014,3283,469,1113,2187
Elias Rapieque,2024-10-01,450,1020,1905,171,1010,3086,32,76,280,2,8,98,173,1018,3184,482,1096,2185
Elias Rapieque,2024-10-02,438,986,1876,188,1025,3189,32,76,280,2,8,98,190,1034,3287,470,1062,2156
Elias Rapieque,2024-10-03,399,863,1807,148,690,3000,32,76,280,2,8,98,149,699,3098,431,939,2087
Elias Rapieque,2024-10-04,399,751,1702,148,533,2740,76,120,324,8,20,133,156,554,2873,475,871,2026
Elias Rapieque,2024-10-05,439,761,1726,154,533,2813,44,120,304,3,20,116,156,553,2929,483,881,2030
Elias Rapieque,2024-10-06,439,761,1726,154,517,2813,88,120,348,11,20,153,164,538,2967,527,881,2074
Elias Rapieque,2024-10-08,309,759,1614,87,501,2486,88,120,348,11,20,153,97,521,2639,397,879,1962
Elias Rapieque,2024-10-09,314,752,1710,91,541,2770,88,120,348,11,20,153,102,562,2923,402,872,2058
Elias Rapieque,2024-10-10,344,743,1731,103,498,2822,88,120,292,11,20,108,114,518,2930,432,863,2023
Elias Rapieque,2024-10-11,389,788,1726,140,575,2865,84,160,276,8,34,94,148,609,2959,473,948,2002
Elias Rapieque,2024-10-12,356,795,1717,132,572,2833,84,128,276,8,20,94,140,593,2927,440,923,1993
Elias Rapieque,2024-10-13,356,795,1717,132,572,2833,96,184,260,11,42,88,142,615,2921,452,979,1977
Elias Rapieque,2024-10-14,396,720,1757,150,497,2917,96,184,260,11,42,88,161,539,3005,492,904,2017
Elias Rapieque,2024-10-15,355,664,1684,124,418,2728,96,184,260,11,42,88,135,461,2816,451,848,1944
Elias Rapieque,2024-10-16,259,573,1559,52,281,2385,96,184,260,11,42,88,62,323,2474,355,757,1819
Elias Rapieque,2024-10-17,225,569,1432,43,279,1847,96,184,260,11,42,88,53,321,1936,321,753,1692
Elias Rapieque,2024-10-19,129,485,1246,9,213,1420,56,140,260,4,24,88,13,237,1509,185,625,1506
Elias Rapieque,2024-10-20,129,485,1246,9,213,1396,0,96,216,0,11,60,9,224,1456,129,581,1462
Elias Rapieque,2024-10-22,47,402,1161,1,153,1207,0,96,216,0,11,60,1,163,1268,47,498,1377
Elias Rapieque,2024-10-23,47,306,1058,1,70,1005,0,96,216,0,11,60,1,81,1066,47,402,1274
Elias Rapieque,2024-10-24,0,225,968,0,43,832,0,96,216,0,11,60,0,53,893,0,321,1184
Gabriele Procida,2024-08-20,120,120,120,10,10,10,0,0,0,0,0,0,10,10,10,120,120,120
Gabriele Procida,2024-08-21,255,255,255,41,41,41,0,0,0,0,0,0,41,41,41,255,255,255
Gabriele Procida,2024-08-22,255,255,255,41,41,41,0,0,0,0,0,0,41,41,41,255,255,255
Gabriele Procida,2024-08-23,345,345,345,79,79,79,0,0,0,0,0,0,79,79,79,345,345,345
Gabriele Procida,2024-08-24,465,465,465,144,144,144,0,0,0,0,0,0,144,144,144,465,465,465
Gabriele Procida,2024-08-25,555,555,555,205,205,205,0,0,0,0,0,0,205,205,205,555,555,555
Gabriele Procida,2024-08-27,555,675,675,200,297,297,0,0,0,0,0,0,200,297,297,555,675,675
Gabriele Procida,2024-08-28,620,875,875,242,481,481,0,0,0,0,0,0,242,481,481,620,875,875
Gabriele Procida,2024-08-30,655,1000,1000,255,620,620,0,0,0,0,0,0,255,620,620,655,1000,1000
Gabriele Procida,2024-08-31,645,1110,1110,239,755,755,0,0,0,0,0,0,239,755,755,645,1110,1110
Gabriele Procida,2024-09-01,555,1110,1110,172,755,755,240,240,240,17,17,17,189,772,772,795,1350,1350
Gabriele Procida,2024-09-03,445,1000,1120,138,670,840,240,240,240,17,17,17,155,687,857,685,1240,1360
Gabriele Procida,2024-09-04,245,865,1120,49,510,840,240,240,240,17,17,17,66,527,857,485,1105,1360
Gabriele Procida,2024-09-05,245,865,1120,49,510,840,240,240,240,17,17,17,66,527,857,485,1105,1360
Gabriele Procida,2024-09-06,120,775,1120,16,403,840,240,240,240,17,17,17,32,420,857,360,1015,1360
Gabriele Procida,2024-09-07,10,655,1120,1,288,840,240,240,240,17,17,17,18,305,857,250,895,1360
Gabriele Procida,2024-09-09,100,655,1210,12,282,968,0,240,240,0,17,17,12,298,985,100,895,1450
Gabriele Procida,2024-09-10,180,625,1300,20,263,1118,0,240,240,0,17,17,20,279,1135,180,865,1540
Gabriele Procida,2024-09-11,180,425,1300,29,153,1183,0,240,240,0,17,17,29,170,1200,180,665,1540
Gabriele Procida,2024-09-12,240,485,1360,46,189,1278,72,312,312,4,41,41,50,230,1319,312,797,1672
Gabriele Procida,2024-09-13,290,410,1410,64,144,1368,164,404,404,23,85,85,87,228,1453,454,814,1814
Gabriele Procida,2024-09-15,290,300,1410,64,87,1368,252,252,492,55,55,143,119,142,1510,542,552,1902
Gabriele Procida,2024-09-17,225,405,1405,41,117,1349,252,252,492,55,55,143,96,173,1491,477,657,1897
Gabriele Procida,2024-09-18,350,530,1395,74,196,1339,252,252,492,55,55,143,129,252,1482,602,782,1887
Gabriele Procida,2024-09-19,404,644,1509,97,277,1539,180,252,492,29,55,143,126,332,1682,584,896,2001
Gabriele Procida,2024-09-20,466,756,1531,130,378,1562,88,252,492,7,55,143,138,433,1704,554,1008,2023
Gabriele Procida,2024-09-21,492,782,1437,148,407,1380,88,252,492,7,55,143,155,462,1522,580,1034,1929
Gabriele Procida,2024-09-22,492,782,1347,148,407,1212,0,252,492,0,55,143,148,462,1355,492,1034,1839
Gabriele Procida,2024-09-24,377,602,1227,87,247,1018,0,252,492,0,55,143,87,302,1161,377,854,1719
Gabriele Procida,2024-09-25,252,602,1027,38,217,739,0,252,492,0,55,143,38,272,882,252,854,1519
Gabriele Procida,2024-09-26,138,542,1027,12,179,739,0,180,492,0,29,143,12,208,882,138,722,1519
Gabriele Procida,2024-09-27,26,492,902,1,148,586,0,88,492,0,7,143,1,155,729,26,580,1394
Gabriele Procida,2024-09-28,44,536,836,3,193,543,0,88,492,0,7,143,3,200,686,44,624,1328
Gabriele Procida,2024-09-30,159,651,951,19,273,675,0,0,252,0,0,55,19,273,731,159,651,1203
Gabriele Procida,2024-10-01,234,611,1016,40,244,701,0,0,252,0,0,55,40,244,756,234,611,1268
Gabriele Procida,2024-10-02,234,486,1016,40,156,701,0,0,252,0,0,55,40,156,756,234,486,1268
Gabriele Procida,2024-10-03,285,423,1067,66,135,800,0,0,252,0,0,55,66,135,856,285,423,1319
Gabriele Procida,2024-10-04,285,311,1067,66,78,800,480,480,732,34,34,212,99,111,1013,765,791,1799
Gabriele Procida,2024-10-05,271,315,1097,62,91,889,480,480,732,34,34,212,96,125,1101,751,795,1829
Gabriele Procida,2024-10-06,271,315,1097,62,91,889,480,480,732,34,34,212,96,125,1101,751,795,1829
Gabriele Procida,2024-10-08,149,383,985,24,126,729,480,480,732,34,34,212,57,160,941,629,863,1717
Gabriele Procida,2024-10-09,250,484,1086,70,218,880,480,480,732,34,34,212,104,251,1092,730,964,1818
Gabriele Procida,2024-10-10,295,580,1122,97,325,999,480,480,660,34,34,152,131,358,1150,775,1060,1782
Gabriele Procida,2024-10-11,340,625,1117,133,388,1028,44,524,612,3,73,135,136,461,1162,384,1149,1729
Gabriele Procida,2024-10-12,361,632,1168,141,392,1145,44,524,612,3,73,135,144,465,1279,405,1156,1780
Gabriele Procida,2024-10-13,361,632,1168,141,392,1145,44,524,524,3,73,73,144,465,1218,405,1156,1692
Gabriele Procida,2024-10-14,446,602,1253,227,409,1378,44,524,524,3,73,73,231,483,1452,490,1126,1777
Gabriele Procida,2024-10-15,420,569,1180,210,376,1251,104,584,584,16,128,128,226,504,1379,524,1153,1764
Gabriele Procida,2024-10-16,369,619,1105,151,427,1116,104,584,584,16,128,128,167,556,1245,473,1203,1689
Gabriele Procida,2024-10-17,320,615,1038,106,406,1017,120,600,600,22,150,150,127,556,1167,440,1215,1638
Gabriele Procida,2024-10-19,286,647,962,74,421,904,76,120,600,8,22,150,83,442,1054,362,767,1562
Gabriele Procida,2024-10-20,286,647,962,74,421,904,128,172,652,24,45,215,99,465,1119,414,819,1614
Gabriele Procida,2024-10-21,241,687,1002,48,488,1002,128,172,652,24,45,215,73,532,1217,369,859,1654
Gabriele Procida,2024-10-22,308,728,1111,99,597,1278,68,172,652,7,45,215,106,642,1493,376,900,1763
Gabriele Procida,2024-10-23,346,715,1199,149,601,1547,68,172,652,7,45,215,156,645,1762,414,887,1851
Gabriele Procida,2024-10-24,350,670,1250,161,529,1688,292,412,892,44,136,357,205,665,2044,642,1082,2142
Jonas Mattisseck,2024-08-20,120,120,120,11,26,47,0,0,0,0,0,0,11,26,47,120,120,120
Jonas Mattisseck,2024-08-21,255,255,255,38,71,115,0,0,0,0,0,0,38,71,115,255,255,255
Jonas Mattisseck,2024-08-22,390,390,390,90,140,207,0,0,0,0,0,0,90,140,207,390,390,390
Jonas Mattisseck,2024-08-23,490,490,490,123,211,294,0,0,0,0,0,0,123,211,294,490,490,490
Jonas Mattisseck,2024-08-24,610,610,610,201,311,415,0,0,0,0,0,0,201,311,415,610,610,610
Jonas Mattisseck,2024-08-25,790,790,790,332,435,608,0,0,0,0,0,0,332,435,608,790,790,790
Jonas Mattisseck,2024-08-27,790,910,910,340,473,746,0,0,0,0,0,0,340,473,746,790,910,910
Jonas Mattisseck,2024-08-28,855,1110,1110,402,688,1021,0,0,0,0,0,0,402,688,1021,855,1110,1110
Jonas Mattisseck,2024-08-30,745,1235,1235,291,790,1173,0,0,0,0,0,0,291,790,1173,745,1235,1235
Jonas Mattisseck,2024-08-31,735,1345,1345,257,915,1332,0,0,0,0,0,0,257,915,1332,735,1345,1345
Jonas Mattisseck,2024-09-01,555,1345,1345,144,915,1278,240,240,240,17,17,17,161,931,1295,795,1585,1585
Jonas Mattisseck,2024-09-03,535,1325,1445,182,1020,1431,240,240,240,17,17,17,199,1037,1447,775,1565,1685
Jonas Mattisseck,2024-09-04,455,1310,1565,137,1009,1643,240,240,240,17,17,17,153,1026,1660,695,1550,1805
Jonas Mattisseck,2024-09-05,575,1295,1685,201,958,1854,240,240,240,17,17,17,218,975,1870,815,1535,1925
Jonas Mattisseck,2024-09-06,555,1300,1790,189,949,2076,240,240,240,17,17,17,206,966,2093,795,1540,2030
Jonas Mattisseck,2024-09-07,505,1240,1850,167,843,2202,324,324,324,39,39,39,206,882,2240,829,1564,2174
Jonas Mattisseck,2024-09-09,610,1165,1955,232,746,2326,84,324,324,4,39,39,236,784,2365,694,1489,2279
Jonas Mattisseck,2024-09-10,600,1135,2045,198,760,2434,84,324,324,4,39,39,202,799,2472,684,1459,2369
Jonas Mattisseck,2024-09-11,480,935,2045,154,580,2536,84,324,324,4,39,39,158,619,2575,564,1259,2369
Jonas Mattisseck,2024-09-12,420,995,2105,126,647,2673,96,336,336,8,50,50,134,697,2724,516,1331,2441
Jonas Mattisseck,2024-09-13,315,870,2105,76,505,2568,96,336,336,8,50,50,83,555,2619,411,1206,2441
Jonas Mattisseck,2024-09-15,255,760,2105,54,410,2568,12,96,336,0,8,50,54,418,2619,267,856,2441
Jonas Mattisseck,2024-09-17,60,660,1985,5,271,2342,12,96,336,0,8,50,5,278,2393,72,756,2321
Jonas Mattisseck,2024-09-18,60,540,1850,2,189,2072,12,96,336,0,8,50,2,197,2122,72,636,2186
Jonas Mattisseck,2024-09-19,62,482,1777,1,154,1884,0,96,336,0,8,50,1,162,1934,62,578,2113
Jonas Mattisseck,2024-09-20,132,447,1747,9,139,1817,0,96,336,0,8,50,9,146,1867,132,543,2083
Jonas Mattisseck,2024-09-21,206,461,1701,27,157,1735,0,12,336,0,0,50,27,157,1785,206,473,2037
Jonas Mattisseck,2024-09-22,206,461,1521,31,166,1445,68,80,404,4,7,85,35,173,1530,274,541,1925
Jonas Mattisseck,2024-09-24,291,351,1486,64,105,1441,68,80,404,4,7,85,68,113,1526,359,431,1890
Jonas Mattisseck,2024-09-25,394,454,1389,114,145,1306,68,80,404,4,7,85,118,152,1391,462,534,1793
Jonas Mattisseck,2024-09-26,422,484,1479,143,174,1494,68,68,404,4,4,85,148,178,1579,490,552,1883
Jonas Mattisseck,2024-09-27,417,549,1419,142,225,1405,68,68,404,4,4,85,146,229,1490,485,617,1823
Jonas Mattisseck,2024-09-28,387,593,1353,128,273,1353,168,168,504,20,20,136,148,293,1489,555,761,1857
Jonas Mattisseck,2024-09-30,387,593,1353,120,273,1353,100,168,264,6,20,53,126,293,1406,487,761,1617
Jonas Mattisseck,2024-10-01,400,691,1351,120,359,1256,100,168,264,6,20,53,126,379,1309,500,859,1615
Jonas Mattisseck,2024-10-02,373,767,1307,104,437,1202,100,168,264,6,20,53,110,457,1255,473,935,1571
Jonas Mattisseck,2024-10-03,334,756,1238,80,438,1114,100,168,264,6,20,53,86,459,1167,434,924,1502
Jonas Mattisseck,2024-10-04,269,686,1133,51,364,952,184,252,348,26,50,97,77,414,1049,453,938,1481
Jonas Mattisseck,2024-10-05,309,696,1157,56,355,983,84,252,264,7,50,61,62,405,1044,393,948,1421
Jonas Mattisseck,2024-10-06,309,696,1157,56,341,983,176,276,356,26,58,107,82,399,1090,485,972,1513
Jonas Mattisseck,2024-10-08,211,611,962,25,257,693,176,276,356,26,58,107,52,315,799,387,887,1318
Jonas Mattisseck,2024-10-09,216,589,1043,22,224,730,176,276,356,26,58,107,48,282,837,392,865,1399
Jonas Mattisseck,2024-10-10,246,580,1064,32,215,777,176,276,344,26,58,93,58,273,870,422,856,1408
Jonas Mattisseck,2024-10-11,291,560,1109,52,207,865,100,284,352,9,65,102,61,273,967,391,844,1461
Jonas Mattisseck,2024-10-12,258,567,1160,49,210,963,100,184,352,9,31,102,58,241,1065,358,751,1512
Jonas Mattisseck,2024-10-13,258,567,1160,49,210,963,80,256,424,6,56,144,55,266,1107,338,823,1584
Jonas Mattisseck,2024-10-14,298,607,1200,63,237,1020,80,256,424,6,56,144,68,293,1164,378,863,1624
Jonas Mattisseck,2024-10-15,340,551,1242,82,198,1093,144,320,488,19,90,195,100,288,1288,484,871,1730
Jonas Mattisseck,2024-10-16,309,525,1292,74,179,1176,144,320,488,19,90,195,93,268,1371,453,845,1780
Jonas Mattisseck,2024-10-17,275,521,1277,58,177,1175,188,364,532,34,120,239,92,297,1414,463,885,1809
Jonas Mattisseck,2024-10-19,241,499,1195,36,170,1016,180,280,532,29,70,239,65,240,1255,421,779,1727
Jonas Mattisseck,2024-10-20,241,499,1195,36,170,992,180,260,536,32,65,247,69,235,1238,421,759,1731
Jonas Mattisseck,2024-10-22,273,613,1224,55,270,1053,116,260,536,14,65,247,69,335,1299,389,873,1760
Jonas Mattisseck,2024-10-23,311,620,1209,87,322,1088,116,260,536,14,65,247,101,387,1335,427,880,1745
Jonas Mattisseck,2024-10-24,315,590,1170,95,301,1030,312,500,776,37,150,396,132,451,1425,627,1090,1946
Justin Bean,2024-08-20,120,120,120,7,7,7,0,0,0,0,0,0,7,7,7,120,120,120
Justin Bean,2024-08-21,255,255,255,38,38,38,0,0,0,0,0,0,38,38,38,255,255,255
Justin Bean,2024-08-22,390,390,390,86,86,86,0,0,0,0,0,0,86,86,86,390,390,390
Justin Bean,2024-08-23,490,490,490,132,132,132,0,0,0,0,0,0,132,132,132,490,490,490
Justin Bean,2024-08-24,610,610,610,214,214,214,0,0,0,0,0,0,214,214,214,610,610,610
Justin Bean,2024-08-25,790,790,790,379,379,379,0,0,0,0,0,0,379,379,379,790,790,790
Justin Bean,2024-08-27,790,910,910,395,510,510,0,0,0,0,0,0,395,510,510,790,910,910
Justin Bean,2024-08-28,855,1110,1110,462,766,766,0,0,0,0,0,0,462,766,766,855,1110,1110
Justin Bean,2024-08-30,745,1235,1235,365,939,939,0,0,0,0,0,0,365,939,939,745,1235,1235
Justin Bean,2024-08-31,735,1345,1345,345,1103,1103,0,0,0,0,0,0,345,1103,1103,735,1345,1345
Justin Bean,2024-09-01,555,1345,1345,189,1103,1103,240,240,240,14,14,14,203,1117,1117,795,1585,1585
Justin Bean,2024-09-03,535,1325,1445,251,1285,1488,240,240,240,14,14,14,266,1300,1503,775,1565,1685
Justin Bean,2024-09-04,455,1310,1565,187,1245,1722,240,240,240,14,14,14,201,1259,1736,695,1550,1805
Justin Bean,2024-09-05,575,1295,1685,282,1243,1988,240,240,240,14,14,14,296,1258,2003,815,1535,1925
Justin Bean,2024-09-06,555,1300,1790,272,1274,2238,240,240,240,14,14,14,286,1288,2252,795,1540,2030
Justin Bean,2024-09-07,505,1240,1850,232,1153,2368,292,292,292,38,38,38,270,1191,2406,797,1532,2142
Justin Bean,2024-09-09,610,1165,1955,323,1014,2639,52,292,292,4,38,38,327,1052,2677,662,1457,2247
Justin Bean,2024-09-10,600,1135,2045,228,965,2883,52,292,292,4,38,38,232,1003,2921,652,1427,2337
Justin Bean,2024-09-11,480,935,2045,187,748,3047,52,292,292,4,38,38,191,786,3085,532,1227,2337
Justin Bean,2024-09-12,420,995,2105,143,826,3200,104,344,344,15,69,69,157,895,3268,524,1339,2449
Justin Bean,2024-09-13,365,920,2155,110,727,3340,176,416,416,37,112,112,146,839,3453,541,1336,2571
Justin Bean,2024-09-15,305,810,2155,82,591,3340,124,176,416,17,37,112,100,628,3453,429,986,2571
Justin Bean,2024-09-17,110,710,2035,15,369,3032,124,176,416,17,37,112,33,406,3144,234,886,2451
Justin Bean,2024-09-18,235,715,2025,31,372,2977,124,176,416,17,37,112,48,409,3089,359,891,2441
Justin Bean,2024-09-19,329,749,2044,102,487,3291,72,176,416,5,37,112,107,524,3403,401,925,2460
Justin Bean,2024-09-20,391,756,2056,137,491,3351,0,176,416,0,37,112,137,528,3464,391,932,2472
Justin Bean,2024-09-21,465,770,2010,195,531,3256,0,124,416,0,17,112,195,549,3369,465,894,2426
Justin Bean,2024-09-22,465,770,1830,195,531,2727,72,196,488,5,41,166,200,572,2893,537,966,2318
Justin Bean,2024-09-24,550,660,1795,264,409,2639,72,196,488,5,41,166,269,450,2805,622,856,2283
Justin Bean,2024-09-25,528,763,1698,248,458,2377,72,196,488,5,41,166,253,499,2543,600,959,2186
