Player,date_fix,player_7d_minutes_practice,player_14d_minutes_practice,player_28d_minutes_practice,player_7d_srpe_100_practice,player_14d_srpe_100_practice,player_28d_srpe_100_practice,player_7d_minutes_4_game,player_14d_minutes_4_game,player_28d_minutes_4_game,player_7d_srpe_100_game,player_14d_srpe_100_game,player_28d_srpe_100_game,player_7d_total_srpe_100,player_14d_total_srpe_100,player_28d_total_srpe_100,player_7d_total_min,player_14d_total_min,player_28d_total_min
Justin Bean,2024-09-26,464,793,1788,158,515,2646,72,144,488,5,20,166,163,536,2812,536,937,2276
Justin Bean,2024-09-27,417,808,1728,138,549,2540,72,72,488,5,5,166,143,554,2706,489,880,2216
Justin Bean,2024-09-28,387,852,1662,128,639,2460,144,144,560,22,22,235,149,661,2695,531,996,2222
Justin Bean,2024-09-30,387,852,1662,128,639,2460,72,144,320,6,22,115,133,661,2575,459,996,1982
Justin Bean,2024-10-01,350,900,1610,116,729,2141,72,144,320,6,22,115,121,751,2257,422,1044,1930
Justin Bean,2024-10-02,323,851,1566,103,672,2051,72,144,320,6,22,115,109,694,2167,395,995,1886
Justin Bean,2024-10-03,284,748,1497,77,456,1886,72,144,320,6,22,115,82,478,2001,356,892,1817
Justin Bean,2024-10-04,219,636,1392,46,343,1656,144,216,392,22,48,169,68,391,1825,363,852,1784
Justin Bean,2024-10-05,259,646,1416,52,342,1728,72,216,340,5,48,122,57,390,1850,331,862,1756
Justin Bean,2024-10-06,259,646,1416,52,342,1728,160,232,428,24,53,188,76,396,1916,419,878,1844
Justin Bean,2024-10-08,294,644,1304,56,335,1487,160,232,428,24,53,188,80,388,1675,454,876,1732
Justin Bean,2024-10-09,314,637,1400,91,389,1694,160,232,428,24,53,188,115,442,1882,474,869,1828
Justin Bean,2024-10-10,344,628,1421,110,371,1762,160,232,376,24,53,139,134,424,1901,504,860,1797
Justin Bean,2024-10-11,389,608,1416,148,359,1798,152,296,368,23,89,136,171,448,1934,541,904,1784
Justin Bean,2024-10-12,356,615,1467,125,338,1907,152,224,368,23,49,136,147,388,2043,508,839,1835
Justin Bean,2024-10-13,356,615,1467,125,338,1907,156,316,460,23,95,207,148,433,2114,512,931,1927
Justin Bean,2024-10-14,396,655,1507,158,393,2034,156,316,460,23,95,207,182,488,2241,552,971,1967
Justin Bean,2024-10-15,355,649,1549,135,370,2138,244,404,548,54,149,285,189,519,2423,599,1053,2097
Justin Bean,2024-10-16,309,623,1474,80,343,1975,244,404,548,54,149,285,134,492,2260,553,1027,2022
Justin Bean,2024-10-17,275,619,1367,63,340,1586,312,472,616,90,208,363,154,548,1949,587,1091,1983
Justin Bean,2024-10-19,241,597,1243,46,322,1330,248,400,616,55,148,363,100,470,1693,489,997,1859
Justin Bean,2024-10-20,241,597,1243,46,322,1330,268,424,656,59,157,394,105,479,1724,509,1021,1899
Justin Bean,2024-10-22,258,613,1257,49,349,1370,180,424,656,27,157,394,76,506,1764,438,1037,1913
Justin Bean,2024-10-23,281,590,1227,67,295,1362,180,424,656,27,157,394,94,452,1756,461,1014,1883
Justin Bean,2024-10-24,285,560,1188,77,280,1295,352,664,896,53,292,600,130,572,1895,637,1224,2084
Khalifa Koumadje,2024-08-20,120,120,120,12,12,12,0,0,0,0,0,0,12,12,12,120,120,120
Khalifa Koumadje,2024-08-21,255,255,255,43,43,43,0,0,0,0,0,0,43,43,43,255,255,255
Khalifa Koumadje,2024-08-22,390,390,390,101,101,101,0,0,0,0,0,0,101,101,101,390,390,390
Khalifa Koumadje,2024-08-23,490,490,490,137,157,157,0,0,0,0,0,0,137,157,157,490,490,490
Khalifa Koumadje,2024-08-24,610,610,610,220,244,244,0,0,0,0,0,0,220,244,244,610,610,610
Khalifa Koumadje,2024-08-25,700,700,700,280,308,308,0,0,0,0,0,0,280,308,308,700,700,700
Khalifa Koumadje,2024-08-27,580,700,700,197,308,308,0,0,0,0,0,0,197,308,308,580,700,700
Khalifa Koumadje,2024-08-28,645,900,900,271,531,531,0,0,0,0,0,0,271,531,531,645,900,900
Khalifa Koumadje,2024-08-30,535,1025,1025,193,656,697,0,0,0,0,0,0,193,656,697,535,1025,1025
Khalifa Koumadje,2024-08-31,525,1135,1135,189,817,863,0,0,0,0,0,0,189,817,863,525,1135,1135
Khalifa Koumadje,2024-09-01,435,1135,1135,139,817,863,240,240,240,17,17,17,156,834,879,675,1375,1375
Khalifa Koumadje,2024-09-03,535,1115,1235,235,870,1087,240,240,240,17,17,17,252,887,1104,775,1355,1475
Khalifa Koumadje,2024-09-04,455,1100,1355,164,858,1287,240,240,240,17,17,17,181,875,1304,695,1340,1595
Khalifa Koumadje,2024-09-05,575,1085,1475,253,835,1519,240,240,240,17,17,17,270,852,1536,815,1325,1715
Khalifa Koumadje,2024-09-06,555,1090,1580,233,850,1738,240,240,240,17,17,17,250,867,1755,795,1330,1820
Khalifa Koumadje,2024-09-07,505,1030,1640,187,752,1853,308,308,308,43,43,43,230,795,1896,813,1338,1948
Khalifa Koumadje,2024-09-09,565,1000,1700,237,740,2006,68,308,308,5,43,43,242,783,2049,633,1308,2008
Khalifa Koumadje,2024-09-10,555,1090,1790,216,905,2273,68,308,308,5,43,43,221,948,2316,623,1398,2098
Khalifa Koumadje,2024-09-11,435,890,1790,170,668,2399,68,308,308,5,43,43,174,711,2442,503,1198,2098
Khalifa Koumadje,2024-09-12,375,950,1850,128,741,2535,152,392,392,21,82,82,149,823,2617,527,1342,2242
Khalifa Koumadje,2024-09-13,320,875,1900,96,630,2584,232,472,472,46,127,127,142,757,2711,552,1347,2372
Khalifa Koumadje,2024-09-15,260,765,1900,70,490,2584,232,300,540,51,87,194,121,577,2778,492,1065,2440
Khalifa Koumadje,2024-09-17,225,780,1895,43,452,2577,232,300,540,51,87,194,94,539,2772,457,1080,2435
Khalifa Koumadje,2024-09-18,370,805,1905,85,499,2667,232,300,540,51,87,194,136,586,2861,602,1105,2445
Khalifa Koumadje,2024-09-19,434,809,1894,135,526,2689,148,300,540,22,87,194,157,613,2884,582,1109,2434
Khalifa Koumadje,2024-09-20,496,816,1906,179,539,2745,68,300,540,6,87,194,185,626,2939,564,1116,2446
Khalifa Koumadje,2024-09-21,570,830,1860,239,573,2641,68,232,540,6,51,194,246,624,2836,638,1062,2400
Khalifa Koumadje,2024-09-22,570,830,1770,251,589,2478,68,300,608,5,87,261,256,676,2739,638,1130,2378
Khalifa Koumadje,2024-09-24,540,765,1855,243,490,2727,68,300,608,5,87,261,248,577,2988,608,1065,2463
Khalifa Koumadje,2024-09-25,498,868,1758,199,547,2426,68,300,608,5,87,261,204,634,2687,566,1168,2366
Khalifa Koumadje,2024-09-26,464,898,1848,167,602,2680,68,216,608,5,48,261,172,649,2941,532,1114,2456
Khalifa Koumadje,2024-09-27,417,913,1788,142,639,2539,68,136,608,5,22,261,147,661,2800,485,1049,2396
Khalifa Koumadje,2024-09-28,387,957,1722,132,727,2411,148,216,688,21,50,344,152,777,2755,535,1173,2410
Khalifa Koumadje,2024-09-30,502,1072,1837,191,879,2682,80,148,448,6,21,193,196,900,2875,582,1220,2285
Khalifa Koumadje,2024-10-01,515,1055,1835,206,897,2624,80,148,448,6,21,193,212,917,2817,595,1203,2283
Khalifa Koumadje,2024-10-02,508,1006,1811,229,855,2662,80,148,448,6,21,193,234,876,2855,588,1154,2259
Khalifa Koumadje,2024-10-03,469,933,1742,192,718,2474,80,148,448,6,21,193,198,739,2666,549,1081,2190
Khalifa Koumadje,2024-10-04,404,821,1637,141,566,2210,168,236,536,27,54,279,168,621,2489,572,1057,2173
Khalifa Koumadje,2024-10-05,459,846,1676,179,618,2380,88,236,468,8,54,211,187,672,2591,547,1082,2144
Khalifa Koumadje,2024-10-06,459,846,1676,179,601,2380,148,228,528,22,50,269,201,651,2649,607,1074,2204
Khalifa Koumadje,2024-10-08,329,844,1609,99,591,2156,148,228,528,22,50,269,121,641,2425,477,1072,2137
Khalifa Koumadje,2024-10-09,324,832,1700,100,632,2363,148,228,528,22,50,269,123,682,2632,472,1060,2228
Khalifa Koumadje,2024-10-10,354,823,1721,120,617,2444,148,228,444,22,50,195,143,667,2639,502,1051,2165
Khalifa Koumadje,2024-10-11,399,803,1716,160,602,2488,160,328,464,22,98,213,182,701,2702,559,1131,2180
Khalifa Koumadje,2024-10-12,351,810,1767,126,608,2668,160,248,464,22,57,213,149,665,2882,511,1058,2231
Khalifa Koumadje,2024-10-13,351,810,1767,126,608,2668,140,288,436,21,86,192,147,694,2860,491,1098,2203
Khalifa Koumadje,2024-10-14,391,735,1807,156,537,2801,140,288,436,21,86,192,177,623,2993,531,1023,2243
Khalifa Koumadje,2024-10-15,350,679,1734,130,455,2636,200,348,496,42,125,248,172,580,2884,550,1027,2230
Khalifa Koumadje,2024-10-16,309,633,1639,87,373,2360,200,348,496,42,125,248,129,499,2608,509,981,2135
Khalifa Koumadje,2024-10-17,275,629,1562,69,371,2124,268,416,564,78,183,327,146,554,2451,543,1045,2126
Khalifa Koumadje,2024-10-19,241,592,1438,46,326,1841,168,328,564,35,115,327,81,440,2168,409,920,2002
Khalifa Koumadje,2024-10-20,241,592,1438,46,326,1812,188,328,556,38,115,317,83,440,2129,429,920,1994
Khalifa Koumadje,2024-10-22,268,618,1462,64,377,1915,128,328,556,18,115,317,82,492,2232,396,946,2018
Khalifa Koumadje,2024-10-23,301,610,1442,93,360,1947,128,328,556,18,115,317,111,475,2264,429,938,1998
Khalifa Koumadje,2024-10-24,305,580,1403,104,342,1880,300,568,796,36,233,501,140,575,2382,605,1148,2199
Louis Olinde,2024-08-20,120,120,120,8,24,40,0,0,0,0,0,0,8,24,40,120,120,120
Louis Olinde,2024-08-21,255,255,255,36,69,102,0,0,0,0,0,0,36,69,102,255,255,255
Louis Olinde,2024-08-22,390,390,390,82,133,183,0,0,0,0,0,0,82,133,183,390,390,390
Louis Olinde,2024-08-23,490,490,490,132,196,260,0,0,0,0,0,0,132,196,260,490,490,490
Louis Olinde,2024-08-24,610,610,610,207,287,366,0,0,0,0,0,0,207,287,366,610,610,610
Louis Olinde,2024-08-25,790,790,790,340,395,545,0,0,0,0,0,0,340,395,545,790,790,790
Louis Olinde,2024-08-27,790,910,910,356,473,710,0,0,0,0,0,0,356,473,710,790,910,910
Louis Olinde,2024-08-28,855,1110,1110,419,699,988,0,0,0,0,0,0,419,699,988,855,1110,1110
Louis Olinde,2024-08-30,745,1235,1235,335,889,1210,0,0,0,0,0,0,335,889,1210,745,1235,1235
Louis Olinde,2024-08-31,735,1345,1345,331,1063,1412,0,0,0,0,0,0,331,1063,1412,735,1345,1345
Louis Olinde,2024-09-01,555,1345,1345,200,1063,1372,240,240,240,19,19,19,219,1082,1391,795,1585,1585
Louis Olinde,2024-09-03,535,1325,1445,209,1113,1503,240,240,240,19,19,19,228,1132,1522,775,1565,1685
Louis Olinde,2024-09-04,455,1310,1565,164,1114,1753,240,240,240,19,19,19,183,1133,1772,695,1550,1805
Louis Olinde,2024-09-05,575,1295,1685,253,1114,2022,240,240,240,19,19,19,272,1133,2041,815,1535,1925
Louis Olinde,2024-09-06,555,1300,1790,233,1131,2273,240,240,240,19,19,19,252,1150,2293,795,1540,2030
Louis Olinde,2024-09-07,505,1240,1850,192,1029,2405,320,320,320,54,54,54,246,1084,2459,825,1560,2170
Louis Olinde,2024-09-09,610,1165,1955,281,955,2444,80,320,320,7,54,54,288,1010,2498,690,1485,2275
Louis Olinde,2024-09-10,600,1135,2045,240,897,2679,80,320,320,7,54,54,247,951,2733,680,1455,2365
Louis Olinde,2024-09-11,480,935,2045,187,701,2822,80,320,320,7,54,54,194,756,2877,560,1255,2365
Louis Olinde,2024-09-12,420,995,2105,143,776,2968,160,400,400,24,92,92,167,868,3060,580,1395,2505
Louis Olinde,2024-09-13,365,920,2155,110,662,3103,248,488,488,57,151,151,167,814,3254,613,1408,2643
Louis Olinde,2024-09-15,305,810,2155,82,527,3103,240,320,560,55,102,224,138,629,3327,545,1130,2715
Louis Olinde,2024-09-17,225,825,2150,41,479,3053,240,320,560,55,102,224,96,581,3277,465,1145,2710
Louis Olinde,2024-09-18,350,830,2140,67,481,3060,240,320,560,55,102,224,122,584,3284,590,1150,2700
Louis Olinde,2024-09-19,414,834,2129,120,525,3172,160,320,560,27,102,224,147,628,3396,574,1154,2689
Louis Olinde,2024-09-20,476,841,2141,157,530,3212,72,320,560,6,102,224,164,632,3436,548,1161,2701
Louis Olinde,2024-09-21,550,855,2095,209,556,3101,72,240,560,6,55,224,215,611,3325,622,1095,2655
Louis Olinde,2024-09-22,550,855,1915,220,573,2700,100,340,660,9,109,323,229,682,3024,650,1195,2575
Louis Olinde,2024-09-24,435,660,1795,152,350,2369,100,340,660,9,109,323,161,459,2693,535,1000,2455
Louis Olinde,2024-09-25,310,660,1595,84,304,1930,100,340,660,9,109,323,93,412,2253,410,1000,2255
Louis Olinde,2024-09-26,276,690,1685,63,359,2191,100,260,660,9,68,323,72,426,2514,376,950,2345
Louis Olinde,2024-09-27,229,705,1625,53,395,2080,100,172,660,9,31,323,62,426,2403,329,877,2285
Louis Olinde,2024-09-28,199,749,1559,48,464,1980,184,256,744,33,69,432,81,534,2411,383,1005,2303
Louis Olinde,2024-09-30,314,864,1674,82,570,2193,84,184,504,8,33,252,89,603,2445,398,1048,2178
Louis Olinde,2024-10-01,412,847,1672,132,567,2090,84,184,504,8,33,252,139,601,2342,496,1031,2176
Louis Olinde,2024-10-02,488,798,1628,176,503,1970,84,184,504,8,33,252,183,536,2222,572,982,2132
Louis Olinde,2024-10-03,449,725,1559,135,384,1808,84,184,504,8,33,252,142,417,2060,533,909,2063
Louis Olinde,2024-10-04,384,613,1454,88,282,1585,184,284,604,31,74,350,120,356,1935,568,897,2058
Louis Olinde,2024-10-05,424,623,1478,89,280,1626,100,284,524,8,74,257,97,354,1883,524,907,2002
Louis Olinde,2024-10-06,424,623,1478,89,268,1626,180,264,604,29,66,344,118,334,1970,604,887,2082
Louis Olinde,2024-10-08,294,706,1366,44,332,1366,180,264,604,29,66,344,73,398,1710,474,970,1970
Louis Olinde,2024-10-09,319,807,1467,70,468,1526,180,264,604,29,66,344,99,534,1870,499,1071,2071
Louis Olinde,2024-10-10,349,798,1488,84,431,1577,180,264,524,29,66,267,113,497,1845,529,1062,2012
Louis Olinde,2024-10-11,394,778,1483,118,412,1616,176,360,532,28,119,271,146,531,1888,570,1138,2015
Louis Olinde,2024-10-12,361,785,1534,116,416,1764,176,276,532,28,66,271,144,482,2035,537,1061,2066
Louis Olinde,2024-10-13,361,785,1534,116,416,1764,192,372,556,33,123,284,148,539,2048,553,1157,2090
Louis Olinde,2024-10-14,416,725,1589,162,406,1939,192,372,556,33,123,284,195,529,2222,608,1097,2145
Louis Olinde,2024-10-15,375,669,1516,143,355,1819,300,480,664,75,197,392,218,551,2211,675,1149,2180
Louis Olinde,2024-10-16,334,653,1451,117,372,1741,300,480,664,75,197,392,192,569,2133,634,1133,2115
Louis Olinde,2024-10-17,300,649,1374,99,370,1511,404,584,768,133,286,515,232,656,2026,704,1233,2142
Louis Olinde,2024-10-19,266,627,1250,69,364,1288,308,484,768,77,198,515,146,562,1802,574,1111,2018
Louis Olinde,2024-10-20,266,627,1250,69,364,1263,316,508,772,82,218,525,151,582,1787,582,1135,2022
Louis Olinde,2024-10-22,221,596,1302,49,358,1393,208,508,772,37,218,525,86,576,1918,429,1104,2074
Louis Olinde,2024-10-23,234,568,1375,44,307,1540,208,508,772,37,218,525,82,525,2065,442,1076,2147
Louis Olinde,2024-10-24,238,538,1336,52,296,1456,344,748,1012,62,381,769,114,677,2225,582,1286,2348
Malte Delow,2024-08-20,120,120,120,6,28,35,0,0,0,0,0,0,6,28,35,120,120,120
Malte Delow,2024-08-21,255,255,255,31,77,92,0,0,0,0,0,0,31,77,92,255,255,255
Malte Delow,2024-08-22,390,390,390,74,144,168,0,0,0,0,0,0,74,144,168,390,390,390
Malte Delow,2024-08-23,490,490,490,127,216,245,0,0,0,0,0,0,127,216,245,490,490,490
Malte Delow,2024-08-24,610,610,610,207,317,354,0,0,0,0,0,0,207,317,354,610,610,610
Malte Delow,2024-08-25,700,700,700,266,357,434,0,0,0,0,0,0,266,357,434,700,700,700
Malte Delow,2024-08-27,700,820,820,280,369,566,0,0,0,0,0,0,280,369,566,700,820,820
Malte Delow,2024-08-28,765,1020,1020,329,561,806,0,0,0,0,0,0,329,561,806,765,1020,1020
Malte Delow,2024-08-30,655,1145,1145,229,698,905,0,0,0,0,0,0,229,698,905,655,1145,1145
Malte Delow,2024-08-31,645,1255,1255,213,841,1067,0,0,0,0,0,0,213,841,1067,645,1255,1255
Malte Delow,2024-09-01,555,1255,1255,161,841,1067,240,240,240,17,17,17,178,858,1084,795,1495,1495
Malte Delow,2024-09-03,535,1235,1355,182,914,1314,240,240,240,17,17,17,199,931,1331,775,1475,1595
Malte Delow,2024-09-04,455,1220,1475,141,903,1534,240,240,240,17,17,17,158,920,1551,695,1460,1715
Malte Delow,2024-09-05,575,1205,1595,207,868,1739,240,240,240,17,17,17,224,884,1755,815,1445,1835
Malte Delow,2024-09-06,555,1210,1700,200,859,1955,240,240,240,17,17,17,217,876,1972,795,1450,1940
Malte Delow,2024-09-07,505,1150,1760,167,759,2077,320,320,320,38,38,38,205,797,2115,825,1470,2080
Malte Delow,2024-09-09,610,1165,1865,238,792,2089,80,320,320,4,38,38,242,831,2127,690,1485,2185
Malte Delow,2024-09-10,600,1135,1955,192,749,2170,80,320,320,4,38,38,196,788,2208,680,1455,2275
Malte Delow,2024-09-11,480,935,1955,144,570,2268,80,320,320,4,38,38,148,609,2306,560,1255,2275
Malte Delow,2024-09-12,420,995,2015,118,637,2398,180,420,420,22,80,80,139,717,2478,600,1415,2435
Malte Delow,2024-09-13,365,920,2065,91,561,2519,260,500,500,52,135,135,143,696,2654,625,1420,2565
Malte Delow,2024-09-15,305,810,2065,67,446,2519,240,320,560,50,83,185,118,529,2704,545,1130,2625
Malte Delow,2024-09-17,140,740,1975,24,363,2429,240,320,560,50,83,185,74,446,2614,380,1060,2535
Malte Delow,2024-09-18,140,620,1840,17,260,2134,240,320,560,50,83,185,67,344,2319,380,940,2400
Malte Delow,2024-09-19,80,500,1705,7,185,1858,140,320,560,20,83,185,27,268,2043,220,820,2265
Malte Delow,2024-09-20,30,395,1605,2,122,1637,60,320,560,4,83,185,5,206,1822,90,715,2165
Malte Delow,2024-09-21,30,335,1485,2,94,1396,60,240,560,4,50,185,5,144,1581,90,575,2045
Malte Delow,2024-09-22,30,335,1395,2,94,1256,0,240,560,0,50,185,2,144,1440,30,575,1955
Malte Delow,2024-09-24,0,140,1275,0,24,1058,0,240,560,0,50,185,0,74,1243,0,380,1835
Malte Delow,2024-09-25,0,140,1075,0,17,785,0,240,560,0,50,185,0,67,970,0,380,1635
Malte Delow,2024-09-26,0,80,1075,0,7,785,0,140,560,0,20,185,0,27,970,0,220,1635
Malte Delow,2024-09-27,0,30,950,0,2,637,0,60,560,0,4,185,0,5,821,0,90,1510
Malte Delow,2024-09-28,44,74,884,3,9,592,0,60,560,0,4,185,3,12,777,44,134,1444
Malte Delow,2024-09-30,44,74,884,3,9,592,0,0,320,0,0,83,3,9,675,44,74,1204
Malte Delow,2024-10-01,44,44,784,3,3,431,0,0,320,0,0,83,3,3,514,44,44,1104
Malte Delow,2024-10-02,44,44,664,3,3,319,0,0,320,0,0,83,3,3,402,44,44,984
Malte Delow,2024-10-03,44,44,544,3,3,234,0,0,320,0,0,83,3,3,317,44,44,864
Malte Delow,2024-10-04,44,44,439,3,3,162,0,0,320,0,0,83,3,3,246,44,44,759
Malte Delow,2024-10-05,0,44,379,0,3,129,0,0,240,0,0,50,0,3,179,0,44,619
Malte Delow,2024-10-06,0,44,379,0,3,129,0,0,240,0,0,50,0,3,179,0,44,619
Malte Delow,2024-10-08,0,44,184,0,3,42,0,0,240,0,0,50,0,3,93,0,44,424
Malte Delow,2024-10-09,0,44,184,0,3,33,0,0,240,0,0,50,0,3,84,0,44,424
Malte Delow,2024-10-10,0,44,124,0,3,19,0,0,140,0,0,20,0,3,38,0,44,264
Malte Delow,2024-10-11,0,44,74,0,3,9,0,0,60,0,0,4,0,3,12,0,44,134
Malte Delow,2024-10-12,0,0,74,0,0,9,0,0,60,0,0,4,0,0,12,0,0,134
Malte Delow,2024-10-13,0,0,74,0,0,9,0,0,0,0,0,0,0,0,9,0,0,74
Malte Delow,2024-10-14,0,0,74,0,0,9,0,0,0,0,0,0,0,0,9,0,0,74
Malte Delow,2024-10-15,0,0,44,0,0,3,0,0,0,0,0,0,0,0,3,0,0,44
Malte Delow,2024-10-16,0,0,44,0,0,3,0,0,0,0,0,0,0,0,3,0,0,44
Malte Delow,2024-10-17,0,0,44,0,0,3,0,0,0,0,0,0,0,0,3,0,0,44
Malte Delow,2024-10-19,0,0,44,0,0,3,0,0,0,0,0,0,0,0,3,0,0,44
Malte Delow,2024-10-20,0,0,44,0,0,3,0,0,0,0,0,0,0,0,3,0,0,44
Malte Delow,2024-10-22,0,0,44,0,0,3,0,0,0,0,0,0,0,0,3,0,0,44
Malte Delow,2024-10-23,0,0,44,0,0,3,0,0,0,0,0,0,0,0,3,0,0,44
Malte Delow,2024-10-24,0,0,44,0,0,3,0,0,0,0,0,0,0,0,3,0,0,44
Martin Hermannsson,2024-08-20,120,120,120,8,8,8,0,0,0,0,0,0,8,8,8,120,120,120
Martin Hermannsson,2024-08-21,255,255,255,38,38,38,0,0,0,0,0,0,38,38,38,255,255,255
Martin Hermannsson,2024-08-22,390,390,390,90,90,90,0,0,0,0,0,0,90,90,90,390,390,390
Martin Hermannsson,2024-08-23,490,490,490,152,152,152,0,0,0,0,0,0,152,152,152,490,490,490
Martin Hermannsson,2024-08-24,610,610,610,238,238,238,0,0,0,0,0,0,238,238,238,610,610,610
Martin Hermannsson,2024-08-25,790,790,790,435,435,435,0,0,0,0,0,0,435,435,435,790,790,790
Martin Hermannsson,2024-08-27,790,910,910,450,582,582,0,0,0,0,0,0,450,582,582,790,910,910
Martin Hermannsson,2024-08-28,855,1110,1110,547,877,877,0,0,0,0,0,0,547,877,877,855,1110,1110
Martin Hermannsson,2024-08-30,745,1235,1235,432,1099,1099,0,0,0,0,0,0,432,1099,1099,745,1235,1235
Martin Hermannsson,2024-08-31,735,1345,1345,419,1291,1291,0,0,0,0,0,0,419,1291,1291,735,1345,1345
Martin Hermannsson,2024-09-01,555,1345,1345,228,1291,1291,0,0,0,0,0,0,228,1291,1291,555,1345,1345
Martin Hermannsson,2024-09-03,535,1325,1445,241,1352,1575,0,0,0,0,0,0,241,1352,1575,535,1325,1445
Martin Hermannsson,2024-09-04,335,1190,1445,101,1119,1575,0,0,0,0,0,0,101,1119,1575,335,1190,1445
Martin Hermannsson,2024-09-05,440,1160,1550,167,1090,1814,0,0,0,0,0,0,167,1090,1814,440,1160,1550
Martin Hermannsson,2024-09-06,420,1165,1655,155,1107,2085,0,0,0,0,0,0,155,1107,2085,420,1165,1655
Martin Hermannsson,2024-09-07,370,1105,1715,122,995,2212,64,64,64,6,6,6,128,1000,2218,434,1169,1779
Martin Hermannsson,2024-09-09,475,1030,1820,200,855,2512,64,64,64,6,6,6,205,861,2517,539,1094,1884
Martin Hermannsson,2024-09-10,375,910,1820,109,673,2512,64,64,64,6,6,6,115,679,2517,439,974,1884
Martin Hermannsson,2024-09-11,375,710,1820,135,469,2639,64,64,64,6,6,6,141,474,2645,439,774,1884
