Player,date_fix,player_7d_minutes_practice,player_14d_minutes_practice,player_28d_minutes_practice,player_7d_srpe_100_practice,player_14d_srpe_100_practice,player_28d_srpe_100_practice,player_7d_minutes_4_game,player_14d_minutes_4_game,player_28d_minutes_4_game,player_7d_srpe_100_game,player_14d_srpe_100_game,player_28d_srpe_100_game,player_7d_total_srpe_100,player_14d_total_srpe_100,player_28d_total_srpe_100,player_7d_total_min,player_14d_total_min,player_28d_total_min
Trevion Williams,2024-08-28,445,700,700,120,273,273,0,0,0,0,0,0,120,273,273,445,700,700
Trevion Williams,2024-08-30,335,825,825,54,338,338,0,0,0,0,0,0,54,338,338,335,825,825
Trevion Williams,2024-08-31,325,935,935,46,439,439,0,0,0,0,0,0,46,439,439,325,935,935
Trevion Williams,2024-09-01,235,935,935,19,439,439,240,240,240,17,17,17,36,456,456,475,1175,1175
Trevion Williams,2024-09-03,335,915,1035,74,522,631,240,240,240,17,17,17,91,538,648,575,1155,1275
Trevion Williams,2024-09-04,455,900,1155,132,504,785,240,240,240,17,17,17,149,521,802,695,1140,1395
Trevion Williams,2024-09-05,575,885,1275,207,513,956,240,240,240,17,17,17,224,530,973,815,1125,1515
Trevion Williams,2024-09-06,555,890,1380,222,498,1118,240,240,240,17,17,17,239,515,1135,795,1130,1620
Trevion Williams,2024-09-07,505,830,1440,187,423,1210,344,344,344,45,45,45,232,468,1254,849,1174,1784
Trevion Williams,2024-09-09,610,845,1545,275,448,1421,104,344,344,6,45,45,281,493,1466,714,1189,1889
Trevion Williams,2024-09-10,600,935,1635,240,580,1651,104,344,344,6,45,45,246,624,1696,704,1279,1979
Trevion Williams,2024-09-11,480,935,1635,197,655,1782,104,344,344,6,45,45,203,699,1827,584,1279,1979
Trevion Williams,2024-09-12,420,995,1695,155,726,1898,200,440,440,26,88,88,181,814,1986,620,1435,2135
Trevion Williams,2024-09-13,365,920,1745,124,681,2007,292,532,532,64,154,154,188,835,2161,657,1452,2277
Trevion Williams,2024-09-15,305,810,1745,95,551,2007,276,380,620,63,110,223,158,661,2230,581,1190,2365
Trevion Williams,2024-09-17,175,775,1690,35,465,1977,276,380,620,63,110,223,98,575,2201,451,1155,2310
Trevion Williams,2024-09-18,300,780,1680,60,476,1966,276,380,620,63,110,223,123,586,2189,576,1160,2300
Trevion Williams,2024-09-19,354,774,1659,85,472,1974,180,380,620,29,110,223,114,582,2197,534,1154,2279
Trevion Williams,2024-09-20,416,781,1671,121,492,1988,88,380,620,6,110,223,127,602,2212,504,1161,2291
Trevion Williams,2024-09-21,490,795,1625,186,549,1950,88,276,620,6,63,223,192,612,2173,578,1071,2245
Trevion Williams,2024-09-22,490,795,1535,196,564,1781,92,368,712,8,118,320,204,682,2101,582,1163,2247
Trevion Williams,2024-09-24,510,685,1620,204,411,1976,92,368,712,8,118,320,212,529,2297,602,1053,2332
Trevion Williams,2024-09-25,488,788,1723,181,449,2188,92,368,712,8,118,320,189,567,2509,580,1156,2435
Trevion Williams,2024-09-26,464,818,1813,167,491,2411,92,272,712,8,68,320,175,559,2732,556,1090,2525
Trevion Williams,2024-09-27,352,768,1688,99,438,2211,92,180,712,8,29,320,107,467,2532,444,948,2400
Trevion Williams,2024-09-28,322,812,1622,81,512,2125,180,268,800,27,59,408,108,571,2533,502,1080,2422
Trevion Williams,2024-09-30,437,927,1737,127,640,2380,88,180,560,5,27,246,132,667,2626,525,1107,2297
Trevion Williams,2024-10-01,450,960,1735,131,662,2238,88,180,560,5,27,246,136,689,2485,538,1140,2295
Trevion Williams,2024-10-02,423,911,1691,123,601,2148,88,180,560,5,27,246,128,628,2394,511,1091,2251
Trevion Williams,2024-10-03,384,848,1622,100,526,1995,88,180,560,5,27,246,105,553,2241,472,1028,2182
Trevion Williams,2024-10-04,384,736,1517,100,397,1775,184,276,656,24,61,335,124,458,2109,568,1012,2173
Trevion Williams,2024-10-05,424,746,1541,106,373,1834,96,276,552,7,61,248,113,434,2082,520,1022,2093
Trevion Williams,2024-10-06,424,746,1541,106,358,1834,188,276,644,28,58,341,134,416,2175,612,1022,2185
Trevion Williams,2024-10-08,294,744,1429,56,357,1543,188,276,644,28,58,341,84,415,1885,482,1020,2073
Trevion Williams,2024-10-09,299,722,1510,66,368,1631,188,276,644,28,58,341,94,426,1972,487,998,2154
Trevion Williams,2024-10-10,329,713,1531,86,371,1715,188,276,548,28,58,252,114,429,1967,517,989,2079
Trevion Williams,2024-10-11,374,758,1526,120,440,1755,172,356,536,28,103,241,147,543,1996,546,1114,2062
Trevion Williams,2024-10-12,341,765,1577,113,444,1908,172,268,536,28,62,241,140,505,2149,513,1033,2113
Trevion Williams,2024-10-13,341,765,1577,113,444,1908,172,360,540,26,108,243,138,552,2151,513,1125,2117
Trevion Williams,2024-10-14,381,690,1617,137,380,2005,172,360,540,26,108,243,163,488,2248,553,1050,2157
Trevion Williams,2024-10-15,340,634,1594,112,330,1929,256,444,624,56,164,324,169,494,2253,596,1078,2218
Trevion Williams,2024-10-16,309,608,1519,87,304,1762,256,444,624,56,164,324,143,468,2087,565,1052,2143
Trevion Williams,2024-10-17,275,604,1452,66,302,1626,352,540,720,102,238,425,168,540,2051,627,1144,2172
Trevion Williams,2024-10-19,179,520,1266,21,234,1203,272,444,720,57,164,425,79,398,1628,451,964,1986
Trevion Williams,2024-10-20,179,520,1266,21,234,1177,180,352,628,25,102,314,47,336,1491,359,872,1894
Trevion Williams,2024-10-22,97,437,1181,6,170,1027,96,352,628,7,102,314,13,273,1341,193,789,1809
Trevion Williams,2024-10-23,47,356,1078,1,110,884,96,352,628,7,102,314,8,212,1198,143,708,1706
Trevion Williams,2024-10-24,0,275,988,0,66,751,0,352,628,0,102,314,0,168,1065,0,627,1616
Will McDowell-White,2024-08-21,135,135,135,8,8,8,0,0,0,0,0,0,8,8,8,135,135,135
Will McDowell-White,2024-08-22,270,270,270,35,35,35,0,0,0,0,0,0,35,35,35,270,270,270
Will McDowell-White,2024-08-23,370,370,370,78,78,78,0,0,0,0,0,0,78,78,78,370,370,370
Will McDowell-White,2024-08-24,490,490,490,147,147,147,0,0,0,0,0,0,147,147,147,490,490,490
Will McDowell-White,2024-08-25,670,670,670,268,268,268,0,0,0,0,0,0,268,268,268,670,670,670
Will McDowell-White,2024-08-26,670,670,670,268,268,268,0,0,0,0,0,0,268,268,268,670,670,670
Will McDowell-White,2024-08-27,790,790,790,379,379,379,0,0,0,0,0,0,379,379,379,790,790,790
Will McDowell-White,2024-08-28,855,990,990,453,584,584,0,0,0,0,0,0,453,584,584,855,990,990
Will McDowell-White,2024-08-30,745,1115,1115,335,736,736,0,0,0,0,0,0,335,736,736,745,1115,1115
Will McDowell-White,2024-08-31,735,1225,1225,301,870,870,0,0,0,0,0,0,301,870,870,735,1225,1225
Will McDowell-White,2024-09-01,555,1225,1225,172,870,870,72,72,72,6,6,6,179,876,876,627,1297,1297
Will McDowell-White,2024-09-03,535,1325,1325,209,1153,1153,72,72,72,6,6,6,215,1159,1159,607,1397,1397
Will McDowell-White,2024-09-04,455,1310,1445,159,1153,1358,72,72,72,6,6,6,166,1159,1365,527,1382,1517
Will McDowell-White,2024-09-05,575,1295,1565,236,1127,1565,72,72,72,6,6,6,242,1133,1571,647,1367,1637
Will McDowell-White,2024-09-06,555,1300,1670,222,1105,1770,72,72,72,6,6,6,228,1111,1777,627,1372,1742
Will McDowell-White,2024-09-07,505,1240,1730,192,980,1886,132,132,132,22,22,22,214,1002,1908,637,1372,1862
Will McDowell-White,2024-09-09,610,1165,1835,275,885,2129,60,132,132,5,22,22,279,908,2151,670,1297,1967
Will McDowell-White,2024-09-10,600,1135,1925,216,851,2368,60,132,132,5,22,22,221,874,2390,660,1267,2057
Will McDowell-White,2024-09-11,480,935,1925,173,664,2503,60,132,132,5,22,22,178,686,2525,540,1067,2057
Will McDowell-White,2024-09-12,420,995,1985,139,736,2640,156,228,228,27,59,59,165,796,2699,576,1223,2213
Will McDowell-White,2024-09-13,365,920,2035,110,644,2768,240,312,312,60,106,106,170,750,2874,605,1232,2347
Will McDowell-White,2024-09-15,305,810,2035,82,527,2768,248,308,380,60,99,156,142,625,2923,553,1118,2415
Will McDowell-White,2024-09-17,225,825,2150,45,462,3075,248,308,380,60,99,156,105,561,3230,473,1133,2530
Will McDowell-White,2024-09-18,350,830,2140,74,473,3103,248,308,380,60,99,156,133,572,3259,598,1138,2520
Will McDowell-White,2024-09-19,404,824,2119,93,461,3030,152,308,380,23,99,156,116,560,3186,556,1132,2499
Will McDowell-White,2024-09-20,466,831,2131,130,482,3047,68,308,380,5,99,156,135,581,3203,534,1139,2511
Will McDowell-White,2024-09-21,540,845,2085,189,524,2940,68,248,380,5,60,156,194,583,3096,608,1093,2465
Will McDowell-White,2024-09-22,540,845,1905,189,524,2496,80,328,460,6,105,225,195,629,2721,620,1173,2365
Will McDowell-White,2024-09-24,510,735,1870,179,404,2431,80,328,460,6,105,225,185,509,2656,590,1063,2330
Will McDowell-White,2024-09-25,488,838,1773,166,461,2234,80,328,460,6,105,225,172,566,2459,568,1166,2233
Will McDowell-White,2024-09-26,464,868,1863,172,521,2496,80,232,460,6,53,225,178,574,2722,544,1100,2323
Will McDowell-White,2024-09-27,417,883,1803,150,565,2416,80,148,460,6,22,225,157,587,2641,497,1031,2263
Will McDowell-White,2024-09-28,387,927,1737,135,649,2345,140,208,520,22,48,296,158,697,2641,527,1135,2257
Will McDowell-White,2024-09-30,387,927,1737,135,649,2345,60,140,448,5,22,215,140,671,2560,447,1067,2185
Will McDowell-White,2024-10-01,400,910,1735,144,646,2203,60,140,448,5,22,215,149,669,2418,460,1050,2183
Will McDowell-White,2024-10-02,373,861,1691,131,594,2131,60,140,448,5,22,215,135,616,2346,433,1001,2139
Will McDowell-White,2024-10-03,334,798,1622,100,535,1995,60,140,448,5,22,215,105,557,2210,394,938,2070
Will McDowell-White,2024-10-04,269,686,1517,62,405,1775,120,200,508,19,48,284,81,453,2059,389,886,2025
Will McDowell-White,2024-10-05,309,696,1541,68,397,1834,60,200,448,5,48,215,73,445,2049,369,896,1989
Will McDowell-White,2024-10-06,309,696,1541,68,397,1834,104,164,492,16,38,271,84,434,2104,413,860,2033
Will McDowell-White,2024-10-08,294,694,1429,56,382,1572,104,164,492,16,38,271,71,419,1843,398,858,1921
Will McDowell-White,2024-10-09,319,692,1530,89,436,1805,104,164,492,16,38,271,105,474,2076,423,856,2022
Will McDowell-White,2024-10-10,349,683,1551,105,410,1861,104,164,396,16,38,182,120,448,2043,453,847,1947
Will McDowell-White,2024-10-11,394,663,1546,142,391,1902,96,216,364,15,69,171,157,460,2073,490,879,1910
Will McDowell-White,2024-10-12,361,670,1597,134,395,2060,96,156,364,15,37,171,149,433,2231,457,826,1961
Will McDowell-White,2024-10-13,361,670,1597,134,395,2060,108,212,352,18,68,169,152,463,2229,469,882,1949
Will McDowell-White,2024-10-14,401,710,1637,156,433,2144,108,212,352,18,68,169,175,501,2313,509,922,1989
Will McDowell-White,2024-10-15,360,654,1564,133,366,1986,108,212,352,18,68,169,152,434,2155,468,866,1916
Will McDowell-White,2024-10-16,309,628,1489,77,333,1817,108,212,352,18,68,169,96,401,1986,417,840,1841
Will McDowell-White,2024-10-17,275,624,1422,63,331,1706,168,272,412,42,109,231,105,440,1937,443,896,1834
Will McDowell-White,2024-10-19,241,602,1298,36,313,1415,116,212,412,19,68,231,55,381,1646,357,814,1710
Will McDowell-White,2024-10-20,241,602,1298,36,313,1415,116,224,388,17,72,213,54,385,1628,357,826,1686
Will McDowell-White,2024-10-22,258,618,1312,41,328,1417,116,224,388,17,72,213,59,399,1630,374,842,1700
Will McDowell-White,2024-10-23,281,590,1282,53,260,1372,116,224,388,17,72,213,71,331,1585,397,814,1670
Will McDowell-White,2024-10-24,285,560,1243,63,252,1305,296,464,628,44,186,396,107,438,1701,581,1024,1871
Yanni Wetzell,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanni Wetzell,2024-08-21,135,135,135,9,9,9,0,0,0,0,0,0,9,9,9,135,135,135
Yanni Wetzell,2024-08-22,270,270,270,41,41,41,0,0,0,0,0,0,41,41,41,270,270,270
Yanni Wetzell,2024-08-23,370,370,370,85,85,85,0,0,0,0,0,0,85,85,85,370,370,370
Yanni Wetzell,2024-08-24,490,490,490,157,157,157,0,0,0,0,0,0,157,157,157,490,490,490
Yanni Wetzell,2024-08-25,670,670,670,302,302,302,0,0,0,0,0,0,302,302,302,670,670,670
Yanni Wetzell,2024-08-27,790,790,790,419,419,419,0,0,0,0,0,0,419,419,419,790,790,790
Yanni Wetzell,2024-08-28,855,990,990,496,644,644,0,0,0,0,0,0,496,644,644,855,990,990
Yanni Wetzell,2024-08-30,745,1115,1115,380,825,825,0,0,0,0,0,0,380,825,825,745,1115,1115
Yanni Wetzell,2024-08-31,735,1225,1225,368,1005,1005,0,0,0,0,0,0,368,1005,1005,735,1225,1225
Yanni Wetzell,2024-09-01,555,1225,1225,205,1005,1005,76,76,76,7,7,7,212,1011,1011,631,1301,1301
Yanni Wetzell,2024-09-03,535,1325,1325,219,1246,1246,76,76,76,7,7,7,226,1252,1252,611,1401,1401
Yanni Wetzell,2024-09-04,455,1310,1445,177,1271,1503,76,76,76,7,7,7,184,1278,1510,531,1386,1521
Yanni Wetzell,2024-09-05,455,1175,1445,177,1046,1503,76,76,76,7,7,7,184,1053,1510,531,1251,1521
Yanni Wetzell,2024-09-06,330,1075,1445,99,871,1503,76,76,76,7,7,7,106,878,1510,406,1151,1521
Yanni Wetzell,2024-09-07,220,955,1445,48,688,1503,76,76,76,7,7,7,55,694,1510,296,1031,1521
Yanni Wetzell,2024-09-09,310,865,1535,90,571,1704,0,76,76,0,7,7,90,578,1711,310,941,1611
Yanni Wetzell,2024-09-10,210,745,1535,36,432,1704,0,76,76,0,7,7,36,439,1711,210,821,1611
Yanni Wetzell,2024-09-11,90,545,1535,13,289,1811,0,76,76,0,7,7,13,296,1818,90,621,1611
Yanni Wetzell,2024-09-12,150,605,1595,26,339,1930,72,148,148,6,27,27,32,365,1957,222,753,1743
Yanni Wetzell,2024-09-13,200,530,1645,48,286,2106,132,208,208,21,52,52,69,338,2158,332,738,1853
Yanni Wetzell,2024-09-15,200,420,1645,48,193,2106,208,208,284,52,52,97,100,245,2202,408,628,1929
Yanni Wetzell,2024-09-17,225,435,1760,54,178,2376,208,208,284,52,52,97,106,230,2473,433,643,2044
Yanni Wetzell,2024-09-18,350,440,1750,95,180,2415,208,208,284,52,52,97,147,232,2512,558,648,2034
Yanni Wetzell,2024-09-19,404,554,1729,125,266,2369,136,208,284,22,52,97,147,318,2465,540,762,2013
Yanni Wetzell,2024-09-20,466,666,1741,154,380,2403,76,208,284,7,52,97,161,432,2499,542,874,2025
Yanni Wetzell,2024-09-21,540,740,1695,205,459,2271,76,208,284,7,52,97,212,511,2368,616,948,1979
Yanni Wetzell,2024-09-22,540,740,1515,205,459,1833,84,292,368,7,96,155,212,555,1988,624,1032,1883
Yanni Wetzell,2024-09-24,510,735,1480,199,463,1791,84,292,368,7,96,155,206,559,1945,594,1027,1848
Yanni Wetzell,2024-09-25,488,838,1383,185,545,1632,84,292,368,7,96,155,192,641,1787,572,1130,1751
Yanni Wetzell,2024-09-26,443,847,1452,164,576,1800,84,220,368,7,53,155,171,629,1955,527,1067,1820
Yanni Wetzell,2024-09-27,396,862,1392,131,569,1670,84,160,368,7,27,155,137,596,1825,480,1022,1760
Yanni Wetzell,2024-09-28,366,906,1326,128,661,1578,176,252,460,30,66,235,158,727,1813,542,1158,1786
Yanni Wetzell,2024-09-30,481,1021,1441,197,807,1801,92,176,384,8,30,161,205,837,1963,573,1197,1825
Yanni Wetzell,2024-10-01,494,1004,1439,203,803,1741,92,176,384,8,30,161,211,833,1902,586,1180,1823
Yanni Wetzell,2024-10-02,467,955,1395,177,726,1632,92,176,384,8,30,161,186,756,1793,559,1131,1779
Yanni Wetzell,2024-10-03,449,892,1446,157,642,1735,92,176,384,8,30,161,165,672,1896,541,1068,1830
Yanni Wetzell,2024-10-04,384,780,1446,115,491,1735,168,252,460,29,63,230,144,554,1965,552,1032,1906
Yanni Wetzell,2024-10-05,424,790,1530,123,506,1928,76,252,460,6,63,230,129,569,2158,500,1042,1990
Yanni Wetzell,2024-10-06,424,790,1530,123,506,1928,192,284,576,33,74,340,156,579,2268,616,1074,2106
Yanni Wetzell,2024-10-08,294,788,1523,59,481,1889,192,284,576,33,74,340,91,555,2228,486,1072,2099
Yanni Wetzell,2024-10-09,218,685,1523,31,356,1782,192,284,576,33,74,340,63,430,2122,410,969,2099
Yanni Wetzell,2024-10-10,248,697,1544,40,355,1837,192,284,504,33,74,252,72,429,2089,440,981,2048
Yanni Wetzell,2024-10-11,293,677,1539,67,359,1831,196,364,524,35,127,272,103,486,2104,489,1041,2063
Yanni Wetzell,2024-10-12,260,684,1590,62,363,2003,196,272,524,35,71,272,98,433,2276,456,956,2114
Yanni Wetzell,2024-10-13,260,684,1590,62,363,2003,180,372,548,32,130,285,95,493,2288,440,1056,2138
Yanni Wetzell,2024-10-14,300,609,1630,75,292,2070,180,372,548,32,130,285,107,423,2355,480,981,2178
Yanni Wetzell,2024-10-15,259,553,1557,60,238,1915,268,460,636,72,202,388,132,440,2303,527,1013,2193
Yanni Wetzell,2024-10-16,309,527,1482,80,211,1719,268,460,636,72,202,388,153,413,2107,577,987,2118
Yanni Wetzell,2024-10-17,275,523,1415,66,209,1585,352,544,720,123,283,497,189,492,2082,627,1067,2135
Yanni Wetzell,2024-10-19,241,501,1291,36,195,1330,272,468,720,71,206,497,107,401,1827,513,969,2011
Yanni Wetzell,2024-10-20,241,501,1291,36,195,1330,264,444,728,71,200,517,107,395,1847,505,945,2019
Yanni Wetzell,2024-10-22,258,517,1305,49,217,1344,176,444,728,32,200,517,81,417,1861,434,961,2033
Yanni Wetzell,2024-10-23,281,590,1275,65,289,1288,176,444,728,32,200,517,96,489,1805,457,1034,2003
Yanni Wetzell,2024-10-24,285,560,1257,74,280,1270,332,684,968,63,369,774,137,649,2044,617,1244,2225
Ziga Samar,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziga Samar,2024-09-11,45,45,45,,,,0,0,0,0,0,0,,,,45,45,45
Ziga Samar,2024-09-12,45,45,45,,,,0,0,0,0,0,0,,,,45,45,45
Ziga Samar,2024-09-13,95,95,95,,,,0,0,0,0,0,0,,,,95,95,95
Ziga Samar,2024-09-14,155,155,155,,,,0,0,0,0,0,0,,,,155,155,155
Ziga Samar,2024-09-15,215,215,215,,,,0,0,0,0,0,0,,,,215,215,215
Ziga Samar,2024-09-17,215,215,215,,,,0,0,0,0,0,0,,,,215,215,215
Ziga Samar,2024-09-18,170,215,215,15,,,0,0,0,0,0,0,15,,,170,215,215
Ziga Samar,2024-09-19,170,215,215,15,,,0,0,0,0,0,0,15,,,170,215,215
Ziga Samar,2024-09-20,120,215,215,7,,,0,0,0,0,0,0,7,,,120,215,215
Ziga Samar,2024-09-21,60,215,215,2,,,0,0,0,0,0,0,2,,,60,215,215
Ziga Samar,2024-09-22,0,215,215,0,,,0,0,0,0,0,0,0,,,0,215,215
Ziga Samar,2024-09-24,0,215,215,0,,,0,0,0,0,0,0,0,,,0,215,215
Ziga Samar,2024-09-25,0,170,215,0,20,,0,0,0,0,0,0,0,20,,0,170,215
Ziga Samar,2024-09-26,46,216,261,2,30,,0,0,0,0,0,0,2,30,,46,216,261
Ziga Samar,2024-09-27,102,222,317,11,38,,0,0,0,0,0,0,11,38,,102,222,317
Ziga Samar,2024-09-28,146,206,361,22,37,,0,0,0,0,0,0,22,37,,146,206,361
Ziga Samar,2024-09-30,255,255,470,51,51,,0,0,0,0,0,0,51,51,,255,255,470
Ziga Samar,2024-10-01,329,329,544,76,86,,0,0,0,0,0,0,76,86,,329,329,544
Ziga Samar,2024-10-02,415,415,630,125,137,,0,0,0,0,0,0,125,137,,415,415,630
Ziga Samar,2024-10-03,420,466,681,130,168,,0,0,0,0,0,0,130,168,,420,466,681
Ziga Samar,2024-10-04,364,466,681,91,168,,0,0,0,0,0,0,91,168,,364,466,681
Ziga Samar,2024-10-05,404,550,765,105,226,,0,0,0,0,0,0,105,226,,404,550,765
Ziga Samar,2024-10-06,404,550,765,105,226,,0,0,0,0,0,0,105,226,,404,550,765
Ziga Samar,2024-10-08,304,633,848,64,279,,0,0,0,0,0,0,64,279,,304,633,848
Ziga Samar,2024-10-09,299,714,884,63,364,557,0,0,0,0,0,0,63,364,557,299,714,884
Ziga Samar,2024-10-10,329,749,965,79,412,666,0,0,0,0,0,0,79,412,666,329,749,965
Ziga Samar,2024-10-11,329,693,915,79,340,604,0,0,0,0,0,0,79,340,604,329,693,915
Ziga Samar,2024-10-12,245,649,855,47,292,539,0,0,0,0,0,0,47,292,539,245,649,855
Ziga Samar,2024-10-13,305,709,855,67,340,539,0,0,0,0,0,0,67,340,539,305,709,855
Ziga Samar,2024-10-14,345,640,895,79,282,573,0,0,0,0,0,0,79,282,573,345,640,895
Ziga Samar,2024-10-15,304,608,937,61,249,628,0,0,0,0,0,0,61,249,628,304,608,937
Ziga Samar,2024-10-16,273,572,987,44,212,691,0,0,0,0,0,0,44,212,691,273,572,987
Ziga Samar,2024-10-17,239,568,1034,31,210,755,0,0,0,0,0,0,31,210,755,239,568,1034
Ziga Samar,2024-10-19,301,546,1096,51,197,844,0,0,0,0,0,0,51,197,844,301,546,1096
Ziga Samar,2024-10-20,241,546,1096,34,197,844,0,0,0,0,0,0,34,197,844,241,546,1096
Ziga Samar,2024-10-22,258,562,1195,36,191,932,0,0,0,0,0,0,36,191,932,258,562,1195
Ziga Samar,2024-10-23,281,554,1268,51,188,1078,0,0,0,0,0,0,51,188,1078,281,554,1268
Ziga Samar,2024-10-24,285,524,1273,54,168,1108,240,240,240,7,7,7,61,175,1115,525,764,1513